gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2608290287	469	34.43	9	456	8	445	1.0e-101	364	COG0773	UDP-N-acetylmuramate-alanine ligase	459
2608290288	340	59.59	2	339	1	334	5.0e-125	440	COG0057	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	335
2608290289	328	31.44	7	328	1	317	1.0e-51	197	COG0611	Thiamine monophosphate kinase	317
2608290290	363	25.42	179	355	2	144	5.0e-17	82.6	COG0652	Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family	158
2608290291	186	49.61	1	129	3	131	3.0e-37	148	COG0231	Translation elongation factor P (EF-P)/translation initiation factor 5A (eIF-5A)	131
2608290292	165	33.77	10	163	3	139	9.0e-25	106	COG0511	Biotin carboxyl carrier protein	140
2608290293	343	35.16	9	340	3	332	1.0e-77	283	COG1995	4-hydroxy-L-threonine phosphate dehydrogenase PdxA	332
2608290294	292	19.21	13	275	2	292	5.0e-16	78.5	COG0451	Nucleoside-diphosphate-sugar epimerase	314
2608290300	387	42.89	9	385	8	382	2.0e-118	419	COG0075	Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG	383
2608290301	370	27.13	1	360	10	362	8.0e-47	181	COG1903	Cobalamin biosynthesis protein CbiD	367
2608290302	528	64	204	528	1	315	0.0e+00	529	COG0519	GMP synthase, PP-ATPase domain/subunit	315
2608290307	548	31.98	1	542	49	586	6.0e-95	341	COG0768	Cell division protein FtsI/penicillin-binding protein 2	599
2608290308	174	27.17	7	169	3	163	4.0e-12	64.3	COG0431	NAD(P)H-dependent FMN reductase	184
2608290309	593	31.5	12	411	6	388	1.0e-79	291	COG0426	Flavorubredoxin	388
2608290310	591	39.29	21	415	2	388	1.0e-105	377	COG0426	Flavorubredoxin	388
2608290311	886	46.02	11	880	7	879	0.0e+00	999	COG0013	Alanyl-tRNA synthetase	879
2608290312	648	41.93	7	647	19	650	0.0e+00	696	COG1166	Arginine decarboxylase (spermidine biosynthesis)	652
2608290313	152	57.89	4	136	3	135	1.0e-53	201	COG0105	Nucleoside diphosphate kinase	135
2608290314	369	25.06	9	369	7	383	1.0e-39	157	COG0665	Glycine/D-amino acid oxidase (deaminating)	387
2608290315	490	55.05	7	489	6	481	0.0e+00	664	COG0064	Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit	483
2608290316	205	31.63	10	205	1	190	1.0e-38	153	COG0237	Dephospho-CoA kinase	201
2608290317	412	41.35	4	412	1	404	1.0e-110	393	COG1364	N-acetylglutamate synthase (N-acetylornithine aminotransferase)	404
2608290319	221	21.4	3	175	5	232	1.0e-12	66.8	COG1192	Cellulose biosynthesis protein BcsQ	259
2608290320	327	25.39	7	314	11	310	1.0e-41	163	COG0667	Predicted oxidoreductase (related to aryl-alcohol dehydrogenase)	316
2608290323	374	32.45	1	374	3	377	3.0e-83	302	COG0116	23S rRNA G2445 N2-methylase RlmL	381
2608290324	133	14.85	1	101	1	101	7.0e-03	33	COG5393	Uncharacterized membrane protein YqjE	131
2608290328	1196	29.47	4	1194	1	1156	0.0e+00	489	COG1196	Chromosome segregation ATPase	1163
2608290329	349	31.25	25	102	9	87	1.0e-05	44.5	COG1873	Sporulation protein YlmC, PRC-barrel domain family	87
2608290333	104	29.17	3	98	1	96	7.0e-04	35.5	COG0762	Uncharacterized conserved protein YggT, Ycf19 family	96
2608290337	660	34.58	92	655	24	599	3.0e-127	449	COG4178	ABC-type uncharacterized transport system, permease and ATPase components	604
2608290339	113	39.13	3	113	1	112	4.0e-22	96.6	COG0537	Diadenosine tetraphosphate (Ap4A) hydrolase or other HIT family hydrolase	138
2608290340	201	49.69	31	192	4	163	4.0e-49	187	COG0242	Peptide deformylase	168
2608290341	641	23.9	168	639	157	617	3.0e-51	196	COG1506	Dipeptidyl aminopeptidase/acylaminoacyl peptidase	620
2608290342	417	48.38	12	410	9	403	0.0e+00	471	COG0520	Selenocysteine lyase/Cysteine desulfurase	405
2608290343	405	21.29	17	405	16	411	5.0e-42	165	COG0719	Fe-S cluster assembly scaffold protein SufB	412
2608290344	261	57.38	11	253	3	242	9.0e-92	329	COG0396	Fe-S cluster assembly ATPase SufC	251
2608290345	480	40.72	36	478	1	412	6.0e-113	401	COG0719	Fe-S cluster assembly scaffold protein SufB	412
2608290349	545	32.65	10	531	10	524	0.0e+00	473	COG0033	Phosphoglucomutase	524
2608290350	429	42.59	9	429	4	430	9.0e-129	453	COG2256	Replication-associated recombination protein RarA (DNA-dependent ATPase)	436
2608290352	227	22.67	10	220	7	244	2.0e-12	66.5	COG1521	Pantothenate kinase type III	251
2608290353	241	29.03	1	241	2	244	8.0e-38	150	COG0175	3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase or related enzyme	261
2608290354	404	30.83	13	388	4	396	8.0e-75	274	COG1252	NADH dehydrogenase, FAD-containing subunit	405
2608290355	602	21.48	139	599	71	454	1.0e-25	111	COG0471	Di- and tricarboxylate transporter	461
2608290356	467	30.14	53	464	93	499	2.0e-43	170	COG0168	Trk-type K+ transport system, membrane component	499
2608290357	234	30.28	17	231	2	216	3.0e-33	135	COG0569	Trk K+ transport system, NAD-binding component	225
2608290362	536	39.74	1	536	3	527	0.0e+00	527	COG0488	ATPase components of ABC transporters with duplicated ATPase domains	530
2608290364	373	39.21	45	366	33	340	5.0e-62	231	COG0265	Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain	347
2608290369	306	20.98	1	304	9	297	4.0e-20	92.3	COG1295	Uncharacterized membrane protein, BrkB/YihY/UPF0761 family (not an RNase)	303
2608290370	266	27.63	11	254	5	260	5.0e-43	168	COG0483	Archaeal fructose-1,6-bisphosphatase or related enzyme of inositol monophosphatase family	260
2608290371	477	20.25	48	450	47	442	3.0e-31	130	COG1538	Outer membrane protein TolC	457
2608290372	470	32.15	25	446	2	396	4.0e-78	286	COG1625	Fe-S oxidoreductase, related to NifB/MoaA family	414
2608290374	555	39.7	14	546	6	513	0.0e+00	514	COG0029	Aspartate oxidase	518
2608290375	311	23.72	9	159	3	147	4.0e-10	59.2	COG4243	Uncharacterized membrane protein	156
2608290376	471	37.89	32	469	4	437	4.0e-122	431	COG0621	tRNA A37 methylthiotransferase MiaB	437
2608290378	384	32.53	13	384	15	384	2.0e-94	339	COG3146	Predicted N-acyltransferase	387
2608290379	216	19.55	4	214	4	215	1.0e-15	76.5	COG1985	Pyrimidine reductase, riboflavin biosynthesis	218
2608290380	308	33.58	156	286	5	124	2.0e-18	86.5	COG0720	6-pyruvoyl-tetrahydropterin synthase	127
2608290381	185	37.79	14	184	1	171	1.0e-34	139	COG0703	Shikimate kinase	172
2608290384	241	22.77	2	201	1	176	3.0e-19	88.7	COG0625	Glutathione S-transferase	211
2608290386	130	34.75	1	117	1	116	3.0e-18	84.5	COG0858	Ribosome-binding factor A	118
2608290387	269	29.6	17	266	4	243	3.0e-37	149	COG1587	Uroporphyrinogen-III synthase	248
2608290389	484	42.92	2	478	2	467	4.0e-118	418	COG3349	Uncharacterized conserved protein, contains NAD-binding domain and a Fe-S cluster	485
2608290390	130	42.98	18	130	4	110	8.0e-28	116	COG0316	Fe-S cluster assembly iron-binding protein IscA	110
2608290392	403	28.57	3	385	8	399	2.0e-55	209	COG4370	Uncharacterized protein	412
2608290394	308	42.39	3	302	1	290	7.0e-85	307	COG1090	NAD dependent epimerase/dehydratase family enzyme	297
2608290397	322	57.05	3	305	1	300	2.0e-106	378	COG0031	Cysteine synthase	300
2608290399	224	36.24	9	210	1	215	1.0e-45	176	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA2	235
2608290402	260	43.91	5	234	3	228	4.0e-60	224	COG0745	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	229
2608290404	212	41.59	1	210	1	207	3.0e-52	198	COG0125	Thymidylate kinase	208
2608290405	768	35.85	4	767	1	707	0.0e+00	626	COG2217	Cation transport ATPase	713
2608290407	449	44.88	1	449	1	456	0.0e+00	527	COG1066	Predicted ATP-dependent serine protease	456
2608290408	248	45.85	11	237	3	226	2.0e-60	225	COG0745	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	229
2608290409	472	43.92	129	463	1	329	2.0e-100	359	COG0416	Fatty acid/phospholipid biosynthesis enzyme	338
2608290410	335	45.4	11	335	4	323	1.0e-98	352	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase III	323
2608290411	298	41.56	1	296	2	304	2.0e-72	265	COG0331	Malonyl CoA-acyl carrier protein transacylase	310
2608290415	406	23.28	38	398	26	388	2.0e-27	117	COG0617	tRNA nucleotidyltransferase/poly(A) polymerase	412
2608290417	302	35.46	4	283	2	270	2.0e-58	219	COG1562	Phytoene/squalene synthetase	288
2608290418	465	41.2	1	453	1	459	3.0e-130	459	COG3349	Uncharacterized conserved protein, contains NAD-binding domain and a Fe-S cluster	485
2608290421	319	33.66	6	307	1	294	8.0e-44	170	COG0583	DNA-binding transcriptional regulator, LysR family	297
2608290422	242	32.42	8	225	2	210	2.0e-40	158	COG4094	Uncharacterized membrane protein	219
2608290423	673	41.11	8	664	1	606	2.0e-130	459	COG1009	NADH:ubiquinone oxidoreductase subunit 5 (chain L)/Multisubunit Na+/H+ antiporter, MnhA subunit	606
2608290424	534	47.78	10	504	1	483	0.0e+00	493	COG1008	NADH:ubiquinone oxidoreductase subunit 4 (chain M)	497
2608290425	272	19.26	5	248	18	239	3.0e-10	59.2	COG1354	Chromatin segregation and condensation protein Rec8/ScpA/Scc1, kleisin family	248
2608290426	392	37.36	1	347	2	326	1.0e-76	280	COG1208	NDP-sugar pyrophosphorylase, includes eIF-2Bgamma, eIF-2Bepsilon, and LPS biosynthesis proteins	358
2608290427	276	32.16	2	270	23	287	5.0e-40	158	COG0685	5,10-methylenetetrahydrofolate reductase	291
2608290430	165	35.48	1	154	1	154	5.0e-31	126	COG2954	CYTH domain, found in class IV adenylate cyclase and various triphosphatases	156
2608290431	303	33.79	5	292	2	279	1.0e-50	193	COG0061	NAD kinase	281
2608290432	107	59.41	7	107	2	100	1.0e-23	101	COG0713	NADH:ubiquinone oxidoreductase subunit 11 or 4L (chain K)	100
2608290433	199	41.72	8	170	4	165	5.0e-23	101	COG0839	NADH:ubiquinone oxidoreductase subunit 6 (chain J)	166
2608290434	208	36.08	19	176	12	169	3.0e-42	165	COG1143	Formate hydrogenlyase subunit 6/NADH:ubiquinone oxidoreductase 23 kD subunit (chain I)	172
2608290435	372	46.99	20	368	4	332	3.0e-91	328	COG1005	NADH:ubiquinone oxidoreductase subunit 1 (chain H)	332
2608290436	381	48.04	2	380	10	390	2.0e-125	442	COG0372	Citrate synthase	390
2608290438	118	27.68	7	118	2	110	3.0e-12	63.8	COG0607	Rhodanese-related sulfurtransferase	110
2608290439	414	69.11	18	412	1	390	0.0e+00	689	COG0133	Tryptophan synthase beta chain	396
2608290440	103	34.04	7	100	5	96	8.0e-09	52.1	COG0023	Translation initiation factor 1 (eIF-1/SUI1)	104
2608290441	211	56.35	14	210	1	197	1.0e-79	289	COG0529	Adenylylsulfate kinase or related kinase	197
2608290442	163	58.28	1	151	9	159	2.0e-55	208	COG0041	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	162
2608290443	233	20.81	9	224	8	224	5.0e-28	118	COG2227	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	243
2608290444	242	30.7	16	241	2	209	1.0e-35	143	COG2197	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains	211
2608290445	381	43.31	4	381	1	379	2.0e-111	396	COG1104	Cysteine sulfinate desulfinase/cysteine desulfurase or related enzyme	386
2608290446	300	43.81	8	298	2	310	2.0e-85	309	COG0275	16S rRNA C1402 N4-methylase RsmH	314
2608290447	395	52.39	1	395	5	398	0.0e+00	534	COG0649	NADH:ubiquinone oxidoreductase 49 kD subunit (chain D)	398
2608290448	150	23.74	2	140	1	133	2.0e-17	81.5	COG0824	Acyl-CoA thioesterase FadM	137
2608290451	305	24.68	1	302	3	302	1.0e-34	140	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase	303
2608290453	307	35.8	1	307	1	315	2.0e-47	182	COG0189	Glutathione synthase/RimK-type ligase, ATP-grasp superfamily	318
2608290454	84	48.75	2	80	1	80	2.0e-20	90.4	COG0695	Glutaredoxin	80
2608290455	354	53.14	109	347	1	239	1.0e-84	306	COG1186	Protein chain release factor B	239
2608290457	179	34.53	41	179	18	145	2.0e-24	105	COG0319	ssRNA-specific RNase YbeY, 16S rRNA maturation enzyme	153
2608290458	136	34.43	11	132	1	121	3.0e-20	91	COG0818	Diacylglycerol kinase	123
2608290459	198	53.57	1	195	3	191	6.0e-75	273	COG0512	Anthranilate/para-aminobenzoate synthase component II	191
2608290460	241	21.13	24	190	4	212	3.0e-10	59	COG2220	L-ascorbate metabolism protein UlaG, beta-lactamase superfamily	258
2608290461	369	29.51	14	355	2	341	5.0e-60	225	COG0079	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase	356
2608290462	604	35.54	25	604	17	577	0.0e+00	495	COG0018	Arginyl-tRNA synthetase	577
2608290463	288	39.51	3	285	1	276	6.0e-79	287	COG0157	Nicotinate-nucleotide pyrophosphorylase	280
2608290464	460	40.31	7	460	3	454	3.0e-117	415	COG0486	tRNA U34 5-carboxymethylaminomethyl modifying GTPase MnmE/TrmE	454
2608290465	147	29.63	8	140	32	160	5.0e-18	83.8	COG3216	Uncharacterized conserved protein, DUF2062 family	184
2608290466	769	45.56	63	766	27	701	0.0e+00	788	COG0317	(p)ppGpp synthase/hydrolase, HD superfamily	701
2608290467	532	37.88	11	527	8	532	0.0e+00	480	COG1123	ABC-type glutathione transport system ATPase component, contains duplicated ATPase domain	539
2608290468	319	48.62	19	306	5	288	3.0e-77	282	COG0564	Pseudouridylate synthase, 23S rRNA- or tRNA-specific	289
2608290469	290	33.1	4	290	12	301	2.0e-45	175	COG1161	Ribosome biogenesis GTPase A	322
2608290470	402	57.74	1	402	2	393	0.0e+00	508	COG0126	3-phosphoglycerate kinase	395
2608290472	363	32.46	7	339	3	334	1.0e-63	237	COG0707	UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase	357
2608290473	374	26.15	14	374	1	354	3.0e-59	222	COG0079	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase	356
2608290474	389	38.7	68	387	1	310	5.0e-78	284	COG0167	Dihydroorotate dehydrogenase	310
2608290475	239	51.08	7	143	3	139	1.0e-36	146	COG0328	Ribonuclease HI	154
2608290476	131	55.73	1	131	1	124	7.0e-22	96.1	COG0222	Ribosomal protein L7/L12	124
2608290477	175	34.1	1	172	1	172	1.0e-31	129	COG0244	Ribosomal protein L10	175
2608290478	235	53.51	1	226	1	228	4.0e-76	277	COG0081	Ribosomal protein L1	228
2608290479	141	63.57	2	141	1	140	3.0e-49	187	COG0080	Ribosomal protein L11	141
2608290480	203	39.57	19	203	3	178	4.0e-37	147	COG0250	Transcription antitermination factor NusG	178
2608290481	80	30.3	12	77	8	73	7.0e-06	42.3	COG0690	Preprotein translocase subunit SecE	73
2608290482	918	40.2	12	915	2	781	0.0e+00	711	COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA	786
2608290483	430	68.52	9	421	4	416	0.0e+00	634	COG0148	Enolase	423
2608290484	555	32.49	1	513	6	511	2.0e-101	363	COG0661	Predicted unusual protein kinase regulating ubiquinone biosynthesis, AarF/ABC1/UbiB family	517
2608290486	318	40.66	7	309	5	304	3.0e-72	265	COG0492	Thioredoxin reductase	305
2608290487	93	32.1	1	76	1	79	3.0e-03	33.6	COG0347	Nitrogen regulatory protein PII	112
2608290488	332	40.11	9	326	14	369	3.0e-67	249	COG3329	Uncharacterized conserved protein	372
2608290489	550	33.7	1	539	10	535	3.0e-93	336	COG0659	Sulfate permease or related transporter, MFS superfamily	554
2608290490	333	51.95	1	332	4	329	0.0e+00	464	COG0113	Delta-aminolevulinic acid dehydratase, porphobilinogen synthase	330
2608290491	128	21.9	8	116	1	136	3.0e-06	44	COG0346	Catechol 2,3-dioxygenase or other lactoylglutathione lyase family enzyme	138
2608290492	803	32.91	18	800	1	751	1.0e-113	404	COG1193	dsDNA-specific endonuclease/ATPase MutS2	753
2608290493	327	52.87	2	327	2	332	9.0e-119	419	COG0536	GTPase involved in cell partioning and DNA repair	369
2608290496	314	31.97	51	306	48	312	5.0e-45	175	COG0435	Glutathionyl-hydroquinone reductase	324
2608290497	301	20.41	4	288	44	322	2.0e-27	116	COG2988	Succinylglutamate desuccinylase	324
2608290499	365	52.88	1	362	1	358	0.0e+00	473	COG0082	Chorismate synthase	369
2608290500	208	18.56	42	198	32	196	5.0e-16	77.9	COG0800	2-keto-3-deoxy-6-phosphogluconate aldolase	211
2608290501	617	57.64	10	608	2	590	0.0e+00	712	COG0465	ATP-dependent Zn proteases	596
2608290502	391	39.07	13	391	2	376	1.0e-76	280	COG2046	ATP sulfurylase (sulfate adenylyltransferase)	397
2608290504	418	33.74	7	414	2	388	5.0e-65	241	COG0452	Phosphopantothenoylcysteine synthetase/decarboxylase	392
2608290508	339	40	1	334	1	310	3.0e-82	298	COG0540	Aspartate carbamoyltransferase, catalytic chain	316
2608290509	100	45.83	5	100	1	96	5.0e-16	76	COG0721	Asp-tRNAAsn/Glu-tRNAGln amidotransferase C subunit	96
2608290510	266	24.81	6	239	80	337	3.0e-27	115	COG3239	Fatty acid desaturase	343
2608290513	968	43.81	15	964	3	930	0.0e+00	1045	COG0060	Isoleucyl-tRNA synthetase	933
2608290515	209	31.63	2	192	16	208	9.0e-31	126	COG0220	tRNA G46 methylase TrmB	227
2608290516	450	35.79	1	448	6	464	2.0e-96	346	COG1109	Phosphomannomutase	464
2608290518	210	31.34	18	210	37	237	1.0e-32	133	COG1351	Thymidylate synthase ThyX	273
2608290519	197	34.5	1	197	1	181	2.0e-44	171	COG0717	Deoxycytidine triphosphate deaminase	183
2608290520	193	25.47	34	193	29	181	5.0e-20	91.1	COG2109	ATP:corrinoid adenosyltransferase	198
2608290521	244	34.04	49	236	28	213	1.0e-27	116	COG0664	cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases	214
2608290523	145	16.2	4	129	4	135	2.0e-04	38.3	COG0816	RNase H-fold protein, predicted Holliday junction resolvase in Firmicutes and mycoplasms, involved in anti-termination at Rho-dependent terminators	141
2608290525	200	42.41	6	196	5	190	3.0e-54	204	COG0193	Peptidyl-tRNA hydrolase	190
2608290530	207	34.03	11	200	3	189	1.0e-42	166	COG0066	3-isopropylmalate dehydratase small subunit	191
2608290531	469	46.88	5	467	4	423	0.0e+00	564	COG0065	Homoaconitase/3-isopropylmalate dehydratase large subunit	423
2608290532	424	40.89	8	250	4	247	7.0e-63	235	COG1058	Predicted nucleotide-utilizing enzyme related to molybdopterin-biosynthesis enzyme MoeA	255
2608290533	423	64.34	1	415	1	413	0.0e+00	669	COG0112	Glycine/serine hydroxymethyltransferase	413
2608290537	527	26.89	10	526	14	518	4.0e-53	202	COG0728	Peptidoglycan biosynthesis protein MviN/MurJ, putative lipid II flippase	518
2608290538	246	40.76	9	245	5	228	3.0e-57	215	COG1489	DNA-binding protein, stimulates sugar fermentation	235
2608290539	487	37.92	74	485	3	407	2.0e-95	342	COG0004	Ammonia channel protein AmtB	409
2608290540	398	29.71	54	393	1	281	3.0e-70	259	COG0761	4-Hydroxy-3-methylbut-2-enyl diphosphate reductase IspH	294
2608290541	186	28.17	38	178	9	139	9.0e-11	60	COG2259	Uncharacterized membrane protein YphA, DoxX/SURF4 family	142
2608290542	517	51.62	1	517	1	515	0.0e+00	635	COG0138	AICAR transformylase/IMP cyclohydrolase PurH	515
2608290543	205	23.81	1	203	2	204	4.0e-20	91.5	COG0400	Predicted esterase	207
2608290546	246	20.97	1	246	5	243	5.0e-20	91.5	COG0368	Cobalamin synthase	246
2608290547	372	48.73	4	355	1	351	5.0e-126	444	COG0343	Queuine/archaeosine tRNA-ribosyltransferase	372
2608290549	334	27.84	5	315	1	326	6.0e-42	165	COG0673	Predicted dehydrogenase	342
2608290550	422	27.79	3	422	7	424	4.0e-63	235	COG1253	Hemolysin or related protein, contains CBS domains	429
2608290552	186	39.89	12	186	3	176	2.0e-34	138	COG0461	Orotate phosphoribosyltransferase	201
2608290553	278	19.49	18	234	27	258	9.0e-19	87.7	COG0354	Folate-binding Fe-S cluster repair protein YgfZ, possible role in tRNA modification	305
2608290554	472	21.47	102	464	122	466	2.0e-29	123	COG2251	Predicted nuclease, RecB family	474
2608290555	484	26.9	3	484	2	462	1.0e-76	281	COG1109	Phosphomannomutase	464
2608290556	191	43.3	1	189	1	193	9.0e-51	193	COG0127	Inosine/xanthosine triphosphate pyrophosphatase, all-alpha NTP-PPase family	194
2608290557	494	32.85	13	493	15	486	3.0e-107	382	COG3670	Carotenoid cleavage dioxygenase or a related enzyme	490
2608290558	201	54.64	5	198	4	195	1.0e-79	289	COG0131	Imidazoleglycerol phosphate dehydratase HisB	195
2608290559	260	61.63	3	260	2	255	7.0e-103	366	COG0623	Enoyl-[acyl-carrier-protein] reductase (NADH)	259
2608290561	401	38.92	11	393	9	374	2.0e-100	359	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase	374
2608290562	478	39.96	3	475	1	457	3.0e-118	418	COG0415	Deoxyribodipyrimidine photolyase	461
2608290563	187	22.52	45	187	9	157	1.0e-06	46.1	COG0494	8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family	161
2608290564	188	31.01	13	170	5	131	1.0e-20	93	COG0801	7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase	160
2608290565	723	34.16	24	468	14	413	5.0e-80	292	COG1239	Mg-chelatase subunit ChlI	423
2608290566	281	20.38	1	252	1	259	2.0e-15	76.3	COG1463	ABC-type transporter Mla maintaining outer membrane lipid asymmetry, periplasmic component MlaD	359
2608290567	261	39.84	8	255	9	252	2.0e-64	239	COG1127	ABC-type transporter Mla maintaining outer membrane lipid asymmetry, ATPase component MlaF	263
2608290568	461	46.18	133	450	3	321	1.0e-80	294	COG0391	Archaeal 2-phospho-L-lactate transferase/Bacterial gluconeogenesis factor, CofD/UPF0052 family	323
2608290569	176	35.82	44	176	33	159	4.0e-28	117	COG0852	NADH:ubiquinone oxidoreductase 27 kD subunit (chain C)	176
2608290570	244	50	23	198	10	184	7.0e-69	253	COG0377	NADH:ubiquinone oxidoreductase 20 kD subunit (chhain B) or related Fe-S oxidoreductase	194
2608290571	120	45.83	1	120	2	121	3.0e-25	107	COG0838	NADH:ubiquinone oxidoreductase subunit 3 (chain A)	123
2608290572	142	39.62	43	95	3	54	4.0e-10	57.2	COG1773	Rubredoxin	55
2608290573	338	31.29	16	337	13	330	2.0e-51	196	COG4447	Uncharacterized protein related to plant photosystem II stability/assembly factor	339
2608290577	297	36.22	9	258	14	262	1.0e-65	243	COG0005	Purine nucleoside phosphorylase	262
2608290578	723	20.99	5	357	5	393	4.0e-32	133	COG1252	NADH dehydrogenase, FAD-containing subunit	405
2608290579	415	20.25	34	415	24	395	5.0e-28	119	COG0617	tRNA nucleotidyltransferase/poly(A) polymerase	412
2608290580	802	41.14	10	699	1	644	0.0e+00	527	COG0210	Superfamily I DNA or RNA helicase	655
2608290585	211	25.79	6	193	12	199	4.0e-06	44.9	COG0398	Uncharacterized membrane protein YdjX, TVP38/TMEM64 family, SNARE-associated domain	223
2608290590	619	43.09	3	600	1	553	0.0e+00	636	COG2192	Predicted carbamoyl transferase, NodU family	555
2608290592	409	20.36	1	405	1	446	1.0e-37	150	COG1070	Sugar (pentulose or hexulose) kinase	502
2608290593	413	59.37	1	410	2	387	0.0e+00	580	COG0192	S-adenosylmethionine synthetase	388
2608290595	159	46.75	1	154	1	154	5.0e-46	176	COG1327	Transcriptional regulator NrdR, contains Zn-ribbon and ATP-cone domains	156
2608290597	120	30.1	1	97	1	95	6.0e-09	52.7	COG0633	Ferredoxin	102
2608290599	289	40	71	289	65	277	3.0e-48	185	COG2890	Methylase of polypeptide chain release factors	280
2608290600	193	27.6	7	193	17	205	3.0e-26	111	COG0009	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	211
2608290602	110	45.78	6	88	3	83	2.0e-16	77.6	COG0851	Septum formation topological specificity factor MinE	88
2608290603	271	46.47	5	265	2	269	1.0e-81	296	COG2894	Septum formation inhibitor-activating ATPase MinD	272
2608290605	418	34.91	4	333	3	330	6.0e-59	221	COG1078	HD superfamily phosphohydrolase	421
2608290606	427	35.62	35	420	23	406	2.0e-68	253	COG0793	C-terminal processing protease CtpA/Prc, contains a PDZ domain	406
2608290615	293	41.84	1	293	1	273	3.0e-80	291	COG0266	Formamidopyrimidine-DNA glycosylase	273
2608290618	463	29.48	26	437	56	468	5.0e-78	285	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	472
2608290629	509	22.22	1	499	1	484	2.0e-57	216	COG1233	Phytoene dehydrogenase-related protein	487
2608290634	96	34.07	3	93	1	91	1.0e-11	61.5	COG1826	Sec-independent protein translocase protein TatA	94
2608290637	149	39.61	1	147	4	156	4.0e-37	147	COG1225	Peroxiredoxin	157
2608290647	316	21.07	20	295	6	261	4.0e-21	95.5	COG0596	Pimeloyl-ACP methyl ester carboxylesterase	282
2608290649	207	33.8	1	203	1	213	6.0e-34	137	COG0819	Thiaminase	218
2608290650	259	49.23	1	258	1	258	8.0e-76	277	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase	263
2608290653	155	41.56	9	154	8	159	7.0e-30	123	COG3542	Predicted sugar epimerase, cupin superfamily	162
2608290656	284	20.94	79	262	22	184	2.0e-03	36.5	COG1468	CRISPR/Cas system-associated exonuclease Cas4, RecB family	190
2608290660	260	27.31	21	260	3	236	7.0e-22	97.8	COG2859	Uncharacterized protein	237
2608290662	138	52.63	12	125	9	121	1.0e-40	158	COG3727	G:T-mismatch repair DNA endonuclease, very short patch repair protein	150
2608290668	686	25	50	444	2	326	4.0e-46	179	COG0270	Site-specific DNA-cytosine methylase	328
2608290672	321	25.94	99	316	57	283	1.0e-10	60.6	COG4974	Site-specific recombinase XerD	300
2608290675	146	51.05	1	143	1	143	1.0e-52	198	COG0757	3-dehydroquinate dehydratase	146
2608290676	202	36.51	14	202	12	199	2.0e-41	162	COG4445	tRNA isopentenyl-2-thiomethyl-A-37 hydroxylase MiaE (synthesis of 2-methylthio-cis-ribozeatin)	203
2608290677	251	29.31	20	249	4	228	8.0e-36	144	COG2243	Precorrin-2 methylase	234
2608290679	457	48.87	2	440	2	441	0.0e+00	517	COG1160	Predicted GTPases	444
2608290680	304	20.07	9	301	3	252	9.0e-09	54.6	COG0619	Energy-coupling factor transporter transmembrane protein EcfT	252
2608290682	211	39.51	11	210	22	226	1.0e-53	203	COG0325	Uncharacterized pyridoxal phosphate-containing protein, affects Ilv metabolism, UPF0001 family	228
2608290683	191	26.95	2	164	2	165	4.0e-26	111	COG1799	FtsZ-interacting cell division protein YlmF	167
2608290684	270	35.47	4	268	3	262	4.0e-58	218	COG0345	Pyrroline-5-carboxylate reductase	266
2608290685	388	27.78	14	382	15	377	3.0e-30	126	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2608290687	219	22.82	17	217	17	222	6.0e-12	64.5	COG0274	Deoxyribose-phosphate aldolase	228
2608290688	194	43.75	1	96	1	93	7.0e-17	80.7	COG1544	Ribosome-associated translation inhibitor RaiA	110
2608290689	216	35.23	20	211	24	212	3.0e-48	185	COG0321	Lipoate-protein ligase B	221
