gene_oid	gene_length	query_start	query_end	subj_start	subj_end	evalue	bit_score	pfam_id	pfam_name	pfam_length
2608290010	256	22	208	10	121	1.8e-13	50.5	pfam13489	Methyltransf_23	161
2608290011	221	9	198	3	197	4.4e-55	186.3	pfam13500	AAA_26	199
2608290012	433	33	374	15	337	4.1e-83	279	pfam00202	Aminotran_3	339
2608290013	85	23	84	1	63	6.0e-23	80.4	pfam11341	DUF3143	63
2608290014	146	6	69	2	64	2.5e-16	59.1	pfam00226	DnaJ	64
2608290015	237	18	212	5	175	2.8e-33	114.6	pfam02527	GidB	184
2608290016	397	15	300	2	194	7.3e-24	84	pfam00248	Aldo_ket_red	283
2608290017	119	32	89	1	65	1.4e-16	60.7	pfam13459	Fer4_15	65
2608290018	130	19	124	1	105	5.9e-37	125.7	pfam06868	DUF1257	105
2608290019	71	6	53	1	47	1.8e-21	75.2	pfam11211	DUF2997	48
2608290020	255	83	169	2	87	7.0e-15	55	pfam13646	HEAT_2	88
2608290022	348	100	241	13	135	8.7e-08	32.3	pfam13353	Fer4_12	139
2608290022	348	107	280	3	157	6.3e-10	39.4	pfam04055	Radical_SAM	166
2608290024	1366	32	90	105	158	1.9e-08	34.1	pfam04983	RNA_pol_Rpb1_3	158
2608290024	1366	119	209	1	83	1.1e-14	54	pfam05000	RNA_pol_Rpb1_4	108
2608290024	1366	200	1215	1	276	3.4e-62	210.2	pfam04998	RNA_pol_Rpb1_5	277
2608290025	634	9	353	2	337	9.0e-85	284.8	pfam04997	RNA_pol_Rpb1_1	337
2608290025	634	355	497	1	165	6.1e-50	169.4	pfam00623	RNA_pol_Rpb1_2	166
2608290025	634	500	632	1	44	2.7e-09	36.9	pfam04983	RNA_pol_Rpb1_3	158
2608290026	1097	17	374	1	203	9.5e-47	158.5	pfam04563	RNA_pol_Rpb2_1	203
2608290026	1097	131	319	1	190	2.4e-45	154.3	pfam04561	RNA_pol_Rpb2_2	190
2608290026	1097	378	447	1	68	1.5e-30	104.7	pfam04565	RNA_pol_Rpb2_3	68
2608290026	1097	456	523	1	66	2.0e-16	59.5	pfam10385	RNA_pol_Rpb2_45	66
2608290026	1097	529	985	2	386	0.0e+00	511.6	pfam00562	RNA_pol_Rpb2_6	386
2608290026	1097	987	1063	1	81	1.0e-28	99.4	pfam04560	RNA_pol_Rpb2_7	82
2608290027	264	7	259	1	255	1.7e-72	243.7	pfam01026	TatD_DNase	255
2608290028	97	2	92	1	83	7.6e-25	87.1	pfam01649	Ribosomal_S20p	84
2608290029	440	26	439	4	413	0.0e+00	521.1	pfam00815	Histidinol_dh	413
2608290030	231	46	221	1	170	3.0e-62	208.9	pfam06026	Rib_5-P_isom_A	173
2608290031	376	95	233	1	120	1.4e-23	83.1	pfam13365	Trypsin_2	120
2608290031	376	270	368	1	81	1.8e-13	50.1	pfam13180	PDZ_2	82
2608290032	155	12	150	1	140	4.6e-23	81.3	pfam02576	DUF150	141
2608290033	468	8	145	2	121	1.1e-31	109.3	pfam08529	NusA_N	122
2608290033	468	263	331	1	68	2.4e-26	91.3	pfam13184	KH_5	69
2608290034	93	8	82	2	77	1.3e-16	59.9	pfam04296	DUF448	78
2608290035	1128	4	56	2	53	1.3e-11	43.9	pfam04760	IF2_N	54
2608290035	1128	542	593	2	53	1.4e-12	47	pfam04760	IF2_N	54
2608290035	1128	620	788	3	184	1.7e-41	141.7	pfam00009	GTP_EFTU	188
2608290035	1128	814	877	1	72	2.8e-07	30.5	pfam03144	GTP_EFTU_D2	74
2608290035	1128	910	1018	2	108	2.8e-35	120.5	pfam11987	IF-2	109
2608290036	78	4	76	2	75	1.9e-27	94.9	pfam11998	DUF3493	75
2608290038	363	127	296	1	165	1.8e-18	66.7	pfam00535	Glycos_transf_2	169
2608290039	539	256	424	3	164	6.3e-17	62.2	pfam04055	Radical_SAM	166
2608290040	105	25	102	2	71	7.3e-21	73.6	pfam02617	ClpS	82
2608290041	408	34	405	2	363	3.6e-29	101.8	pfam00155	Aminotran_1_2	363
2608290042	605	31	110	2	72	1.8e-09	37.5	pfam00575	S1	74
2608290042	605	113	383	1	270	7.9e-93	310.6	pfam10150	RNase_E_G	271
2608290043	205	19	201	1	197	1.5e-45	155.3	pfam01351	RNase_HII	198
2608290044	172	18	169	4	158	2.9e-40	137.6	pfam09366	DUF1997	159
2608290045	281	5	186	1	181	1.6e-50	171.1	pfam00800	PDT	182
2608290045	281	194	255	8	47	2.8e-04	20.3	pfam01842	ACT	66
2608290046	311	97	192	1	94	7.1e-23	80.9	pfam08241	Methyltransf_11	95
2608290047	218	8	197	1	204	2.2e-35	122.2	pfam02190	LON	205
2608290048	106	10	106	1	97	1.5e-39	133.7	pfam00338	Ribosomal_S10	97
2608290049	399	10	202	1	187	1.6e-60	203.7	pfam00009	GTP_EFTU	188
2608290049	399	225	294	1	73	4.9e-18	65	pfam03144	GTP_EFTU_D2	74
2608290049	399	298	398	1	98	3.4e-34	116.9	pfam03143	GTP_EFTU_D3	99
2608290050	691	8	280	2	187	7.3e-64	214.6	pfam00009	GTP_EFTU	188
2608290050	691	320	387	1	74	3.6e-12	46.2	pfam03144	GTP_EFTU_D2	74
2608290050	691	400	474	1	74	2.7e-34	116.8	pfam14492	EFG_II	75
2608290050	691	475	594	1	120	4.7e-43	145.5	pfam03764	EFG_IV	120
2608290050	691	596	683	1	87	8.1e-31	105.7	pfam00679	EFG_C	89
2608290051	156	1	149	1	148	5.4e-60	201.2	pfam00177	Ribosomal_S7	148
2608290052	124	2	123	1	122	1.6e-55	185.7	pfam00164	Ribosom_S12_S23	122
2608290053	1522	28	398	1	361	6.2e-114	380.4	pfam00310	GATase_2	361
2608290053	1522	472	764	2	287	5.9e-104	347.3	pfam04898	Glu_syn_central	288
2608290053	1522	821	1208	1	367	0.0e+00	530.3	pfam01645	Glu_synthase	368
2608290053	1522	1286	1480	2	195	1.2e-58	197.5	pfam01493	GXGXG	202
2608290054	97	4	92	15	87	2.5e-05	24.3	pfam03795	YCII	95
2608290055	297	61	225	3	165	2.5e-16	60.2	pfam04055	Radical_SAM	166
2608290056	224	38	175	1	140	1.1e-18	67.4	pfam00239	Resolvase	141
2608290058	293	80	261	66	185	1.5e-08	34.2	pfam13354	Beta-lactamase2	197
2608290059	252	122	237	3	86	2.9e-19	68.7	pfam00877	NLPC_P60	105
2608290060	196	33	185	1	152	9.6e-63	210.3	pfam02605	PsaL	154
2608290062	324	9	173	1	167	4.3e-30	104.6	pfam00535	Glycos_transf_2	169
2608290063	742	8	735	1	684	0.0e+00	1070.7	pfam00223	PsaA_PsaB	684
2608290064	767	38	761	2	684	0.0e+00	1118.3	pfam00223	PsaA_PsaB	684
2608290065	606	49	132	2	83	1.5e-22	79	pfam11760	CbiG_N	84
2608290065	606	221	351	1	121	2.4e-40	137.5	pfam01890	CbiG_C	121
2608290065	606	362	573	2	209	1.8e-32	112.7	pfam00590	TP_methylase	210
2608290069	399	32	257	4	218	5.3e-50	169.9	pfam01168	Ala_racemase_N	218
2608290069	399	270	398	3	128	1.1e-37	128.3	pfam00842	Ala_racemase_C	129
2608290070	185	97	140	1	47	4.6e-13	48.8	pfam01844	HNH	47
2608290071	364	68	183	3	116	2.6e-35	120.5	pfam03462	PCRF	116
2608290071	364	212	325	4	114	2.7e-39	133.4	pfam00472	RF-1	114
2608290072	106	21	88	1	68	2.2e-24	85.1	pfam01197	Ribosomal_L31	69
2608290073	136	15	136	1	121	3.5e-44	149.9	pfam00380	Ribosomal_S9	121
2608290074	143	16	143	1	126	9.4e-56	187.3	pfam00572	Ribosomal_L13	128
2608290075	268	6	104	2	105	2.5e-14	53.5	pfam01416	PseudoU_synth_1	105
2608290075	268	144	246	1	104	1.1e-16	61.1	pfam01416	PseudoU_synth_1	105
2608290076	116	20	116	1	97	4.8e-34	116.8	pfam01196	Ribosomal_L17	97
2608290077	311	24	222	1	66	1.2e-16	59.6	pfam01193	RNA_pol_L	66
2608290077	311	55	178	7	109	5.7e-20	71.5	pfam01000	RNA_pol_A_bac	112
2608290077	311	233	299	4	66	1.8e-24	84.9	pfam03118	RNA_pol_A_CTD	67
2608290078	130	20	129	1	110	2.3e-49	166.1	pfam00411	Ribosomal_S11	110
2608290079	121	3	108	1	107	9.9e-32	109.5	pfam00416	Ribosomal_S13	107
2608290080	182	7	160	2	148	8.6e-51	171.7	pfam00406	ADK	151
2608290081	439	80	422	2	345	1.3e-96	323.5	pfam00344	SecY	346
2608290082	152	28	149	3	128	4.0e-29	101.6	pfam00828	Ribosomal_L18e	129
2608290083	207	50	116	1	66	2.7e-26	91	pfam00333	Ribosomal_S5	67
2608290083	207	126	199	3	74	1.4e-26	91.5	pfam03719	Ribosomal_S5_C	74
2608290084	122	5	122	4	119	5.1e-40	136.3	pfam00861	Ribosomal_L18p	119
2608290085	179	11	82	1	77	8.0e-20	71.1	pfam00347	Ribosomal_L6	77
2608290085	179	90	165	1	76	4.2e-18	65.6	pfam00347	Ribosomal_L6	77
2608290086	133	5	133	1	129	3.2e-48	162.8	pfam00410	Ribosomal_S8	129
2608290087	179	23	79	1	56	9.1e-21	73.3	pfam00281	Ribosomal_L5	56
2608290087	179	83	177	1	94	1.1e-41	140.4	pfam00673	Ribosomal_L5_C	95
2608290088	118	20	51	2	32	1.1e-07	31.2	pfam00467	KOW	32
2608290089	121	1	121	1	122	4.8e-52	174.8	pfam00238	Ribosomal_L14	122
2608290090	88	8	76	1	67	2.5e-27	94.7	pfam00366	Ribosomal_S17	69
2608290091	72	7	64	2	54	1.7e-17	62.8	pfam00831	Ribosomal_L29	58
2608290092	160	4	135	1	133	5.4e-53	178.2	pfam00252	Ribosomal_L16	133
2608290093	243	38	114	1	76	3.9e-18	64.7	pfam07650	KH_2	78
2608290093	243	122	205	2	85	8.6e-32	109.2	pfam00189	Ribosomal_S3_C	85
2608290094	128	13	117	1	104	4.7e-38	129.3	pfam00237	Ribosomal_L22	105
2608290095	92	3	83	1	81	8.5e-40	134.2	pfam00203	Ribosomal_S19	81
2608290096	287	42	118	1	77	4.2e-34	116.3	pfam00181	Ribosomal_L2	77
2608290096	287	124	253	1	130	3.6e-54	182	pfam03947	Ribosomal_L2_C	130
2608290097	100	10	100	2	91	4.4e-29	100.2	pfam00276	Ribosomal_L23	92
2608290098	210	17	207	2	191	1.7e-61	207	pfam00573	Ribosomal_L4	192
2608290099	217	9	204	1	263	4.4e-39	134.4	pfam00297	Ribosomal_L3	263
2608290100	158	1	151	1	153	1.4e-66	222.5	pfam11909	NdhN	154
2608290101	335	148	329	2	183	1.8e-54	183.7	pfam12617	LdpA_C	183
2608290103	260	7	196	2	132	2.9e-06	27.6	pfam13419	HAD_2	176
2608290104	365	16	336	1	321	0.0e+00	536	pfam00154	RecA	323
2608290105	81	1	75	1	68	4.7e-29	100.2	pfam10999	DUF2839	68
2608290106	482	316	472	45	166	2.0e-10	40.8	pfam13307	Helicase_C_2	167
2608290107	279	14	269	4	256	5.4e-59	199.1	pfam02153	PDH	258
2608290108	501	8	76	1	66	2.3e-14	53.1	pfam13450	NAD_binding_8	68
2608290108	501	208	332	198	280	3.0e-04	19.9	pfam01593	Amino_oxidase	450
2608290109	292	6	292	11	287	4.1e-74	249.1	pfam03881	Fructosamin_kin	288
2608290110	123	33	123	2	90	4.7e-23	80.6	pfam14159	CAAD	90
2608290111	380	36	170	1	134	1.5e-43	147.9	pfam00899	ThiF	136
2608290111	380	174	256	1	73	1.7e-18	65.9	pfam05237	MoeZ_MoeB	84
2608290111	380	281	377	11	111	1.4e-09	38.2	pfam00581	Rhodanese	113
2608290112	386	21	200	3	155	2.1e-48	164.1	pfam02572	CobA_CobO_BtuR	172
2608290112	386	202	386	4	172	1.6e-48	164.5	pfam02572	CobA_CobO_BtuR	172
2608290113	274	15	129	11	83	2.5e-07	30.4	pfam00733	Asn_synthase	255
2608290114	144	25	131	1	105	2.8e-36	123.6	pfam02675	AdoMet_dc	106
2608290118	989	165	989	1	794	0.0e+00	1111.6	pfam00311	PEPcase	794
2608290119	372	12	288	35	287	5.5e-33	114.3	pfam04107	GCS2	288
2608290120	506	29	170	1	139	2.4e-25	89.1	pfam04715	Anth_synt_I_N	140
2608290120	506	229	493	2	257	7.4e-90	300.7	pfam00425	Chorismate_bind	257
2608290121	140	3	140	4	139	5.8e-69	229.6	pfam02531	PsaD	139
2608290123	422	23	229	13	193	9.1e-28	97	pfam01098	FTSW_RODA_SPOVE	359
2608290123	422	208	419	181	357	1.4e-59	201.6	pfam01098	FTSW_RODA_SPOVE	359
2608290124	356	5	77	7	71	7.8e-08	32.1	pfam01883	DUF59	72
2608290124	356	103	168	2	51	1.1e-08	35.2	pfam13614	AAA_31	157
2608290124	356	215	296	1	81	1.8e-31	107.8	pfam10609	ParA	81
2608290125	342	11	204	2	187	2.6e-76	256	pfam01218	Coprogen_oxidas	296
2608290125	342	212	326	188	296	1.8e-46	158	pfam01218	Coprogen_oxidas	296
2608290126	185	1	178	1	173	1.3e-63	213.1	pfam12046	DUF3529	173
2608290127	211	10	179	8	175	2.0e-38	131.6	pfam01612	DNA_pol_A_exo1	176
2608290133	347	37	137	2	96	2.5e-18	66	pfam00586	AIRS	96
2608290133	347	171	340	2	150	7.0e-20	71.5	pfam02769	AIRS_C	153
2608290134	510	3	278	3	278	5.8e-73	245	pfam02569	Pantoate_ligase	280
2608290134	510	338	497	5	157	3.8e-50	169.3	pfam02224	Cytidylate_kin	158
2608290135	157	6	153	1	137	1.0e-33	116.5	pfam01451	LMWPc	138
2608290136	253	19	252	3	228	2.0e-58	197.5	pfam05996	Fe_bilin_red	228
2608290137	236	6	229	3	228	1.8e-70	237	pfam05996	Fe_bilin_red	228
2608290138	236	3	208	2	205	1.7e-74	249.8	pfam01126	Heme_oxygenase	205
2608290140	474	30	470	2	348	3.9e-95	318.7	pfam00180	Iso_dh	348
2608290141	449	169	402	20	218	2.8e-16	59.8	pfam07005	DUF1537	223
2608290142	284	14	256	15	174	1.4e-20	73.6	pfam01263	Aldose_epim	300
2608290143	299	38	291	1	227	3.9e-31	108.7	pfam12697	Abhydrolase_6	228
2608290144	455	22	434	3	379	2.5e-64	217.1	pfam00999	Na_H_Exchanger	380
2608290145	844	114	830	2	713	0.0e+00	983.3	pfam00343	Phosphorylase	713
2608290150	249	40	153	6	108	3.9e-18	65.6	pfam14622	Ribonucleas_3_3	128
2608290150	249	176	243	1	66	1.2e-11	45	pfam00035	dsrm	67
2608290151	61	7	59	1	53	1.2e-28	98.2	pfam11623	DUF3252	53
2608290152	179	9	94	1	81	6.2e-21	74.1	pfam01782	RimM	84
2608290153	631	41	205	12	132	4.8e-20	71.8	pfam13522	GATase_6	133
2608290153	631	304	441	6	130	1.3e-20	73.3	pfam01380	SIS	131
2608290153	631	485	614	5	130	6.2e-20	71.1	pfam01380	SIS	131
2608290154	81	10	62	1	51	2.1e-09	37.6	pfam12838	Fer4_7	52
2608290155	79	7	74	1	67	1.2e-14	54.2	pfam00550	PP-binding	67
2608290156	414	4	248	3	254	4.8e-54	183.5	pfam00109	ketoacyl-synt	254
2608290156	414	256	371	1	118	8.2e-35	119.2	pfam02801	Ketoacyl-synt_C	119
2608290157	668	8	342	2	333	0.0e+00	500.4	pfam00456	Transketolase_N	333
2608290157	668	357	533	2	176	6.0e-44	149.6	pfam02779	Transket_pyr	178
2608290157	668	545	660	3	123	1.2e-06	28.4	pfam02780	Transketolase_C	124
2608290158	456	16	440	1	416	0.0e+00	657.4	pfam01964	ThiC	421
2608290159	71	11	59	1	48	7.8e-18	63.7	pfam11384	DUF3188	49
2608290160	394	74	383	2	187	8.3e-25	87.3	pfam01546	Peptidase_M20	189
2608290160	394	176	280	8	89	5.2e-11	42.2	pfam07687	M20_dimer	112
2608290161	262	132	199	4	69	1.7e-07	30.7	pfam13414	TPR_11	69
2608290162	352	21	256	12	233	5.7e-93	310.2	pfam05496	RuvB_N	234
2608290162	352	274	348	1	74	1.1e-22	79.3	pfam05491	RuvB_C	76
2608290163	164	19	86	3	65	5.5e-28	96.5	pfam01668	SmpB	68
2608290165	512	53	138	1	75	1.5e-18	66.4	pfam01336	tRNA_anti-codon	75
2608290165	512	154	496	2	332	1.7e-95	319.6	pfam00152	tRNA-synt_2	335
2608290166	248	6	115	1	111	1.6e-31	108.5	pfam00072	Response_reg	112
2608290166	248	158	236	1	76	3.5e-25	87.7	pfam00486	Trans_reg_C	77
2608290168	250	100	248	2	151	1.9e-25	89	pfam04085	MreC	152
2608290169	350	9	336	2	326	0.0e+00	460.2	pfam06723	MreB_Mbl	327
2608290170	133	12	110	1	103	1.2e-28	99	pfam00436	SSB	104
2608290171	219	44	175	1	123	7.5e-24	84.2	pfam09335	SNARE_assoc	123
2608290172	472	12	471	2	268	2.4e-130	433.3	pfam05221	AdoHcyase	268
2608290172	472	233	392	1	162	1.3e-79	265.6	pfam00670	AdoHcyase_NAD	162
2608290173	145	9	133	1	119	1.4e-33	115.1	pfam02367	UPF0079	123
2608290174	332	3	320	2	299	3.4e-46	157.7	pfam00294	PfkB	301
2608290175	304	32	295	1	227	6.7e-35	121	pfam12697	Abhydrolase_6	228
2608290176	344	34	70	2	37	5.1e-14	51.6	pfam00140	Sigma70_r1_2	37
2608290176	344	113	183	1	70	1.7e-22	78.8	pfam04542	Sigma70_r2	71
2608290176	344	192	268	1	77	2.7e-20	72	pfam04539	Sigma70_r3	78
2608290176	344	280	333	1	50	1.7e-12	46.4	pfam04545	Sigma70_r4	50
2608290177	468	45	146	2	102	2.0e-23	82.6	pfam03448	MgtE_N	102
2608290177	468	148	209	1	55	5.1e-06	26.1	pfam00571	CBS	57
2608290177	468	212	267	1	55	1.3e-13	50.5	pfam00571	CBS	57
2608290177	468	334	459	1	133	1.7e-27	96.3	pfam01769	MgtE	135
2608290178	122	19	116	2	116	4.1e-11	42.8	pfam02537	CRCB	117
2608290179	122	6	116	3	117	6.3e-22	77.6	pfam02537	CRCB	117
2608290181	655	39	185	3	110	3.9e-15	55.5	pfam02518	HATPase_c	111
2608290181	655	238	409	1	172	2.1e-55	186.6	pfam00204	DNA_gyraseB	173
2608290181	655	437	550	1	98	1.3e-26	92.5	pfam01751	Toprim	100
2608290181	655	578	642	2	65	5.8e-30	102.8	pfam00986	DNA_gyraseB_C	65
2608290182	299	40	284	2	251	7.3e-71	238.1	pfam01715	IPPT	253
2608290183	190	14	89	4	76	2.9e-31	107.1	pfam05198	IF3_N	76
2608290183	190	94	181	1	88	1.0e-33	114.9	pfam00707	IF3_C	88
2608290184	328	13	76	3	64	8.4e-13	47.5	pfam00392	GntR	64
2608290185	245	1	38	70	103	1.8e-04	21.7	pfam06426	SATase_N	105
2608290185	245	72	109	1	36	1.8e-04	20.8	pfam00132	Hexapep	36
2608290185	245	118	153	1	34	8.5e-08	31.3	pfam00132	Hexapep	36
2608290186	943	2	397	4	265	1.1e-119	398.5	pfam07517	SecA_DEAD	266
2608290186	943	231	353	5	114	6.0e-36	123.2	pfam01043	SecA_PP_bind	114
2608290186	943	720	935	1	213	3.6e-69	232.7	pfam07516	SecA_SW	214
2608290187	151	66	139	2	83	3.0e-09	36.7	pfam00583	Acetyltransf_1	83
2608290188	143	19	113	14	102	2.9e-08	34	pfam12680	SnoaL_2	102
2608290190	158	11	157	2	143	6.2e-49	165.3	pfam00885	DMRL_synthase	144
2608290192	913	86	200	1	112	1.8e-35	121.4	pfam01624	MutS_I	113
2608290192	913	208	339	1	128	1.0e-13	51.5	pfam05188	MutS_II	137
2608290192	913	363	659	2	203	3.4e-44	151	pfam05192	MutS_III	204
2608290192	913	527	618	1	91	8.6e-20	70.7	pfam05190	MutS_IV	92
2608290192	913	669	905	8	234	4.4e-94	314.2	pfam00488	MutS_V	235
2608290193	207	6	207	1	196	7.0e-61	205.1	pfam02570	CbiC	198
2608290194	333	4	183	2	169	3.0e-24	85.4	pfam06144	DNA_pol3_delta	172
2608290195	586	2	234	3	242	1.8e-49	168.4	pfam00696	AA_kinase	242
2608290195	586	275	332	7	59	9.5e-08	31.3	pfam01842	ACT	66
2608290195	586	518	580	6	65	1.2e-12	47.1	pfam13840	ACT_7	65
2608290196	679	9	128	3	79	1.1e-10	41.6	pfam04851	ResIII	184
2608290196	679	462	544	2	77	4.9e-16	58.3	pfam00271	Helicase_C	78
2608290196	679	550	593	1	43	2.9e-20	71.5	pfam12344	UvrB	44
2608290196	679	641	674	3	35	8.6e-09	34.6	pfam02151	UVR	36
2608290197	258	6	253	3	239	5.0e-83	277.7	pfam04481	DUF561	243
2608290198	336	34	220	2	181	5.3e-42	143.3	pfam01171	ATP_bind_3	182
2608290199	660	34	231	3	157	1.3e-22	80.4	pfam00753	Lactamase_B	194
2608290199	660	376	414	10	43	7.6e-09	35.2	pfam07521	RMMBL	43
2608290200	300	12	300	2	287	4.9e-100	333.8	pfam00701	DHDPS	289
2608290201	343	13	128	1	117	1.1e-27	96.7	pfam01118	Semialdhyde_dh	121
2608290201	343	146	326	1	184	2.7e-46	157.7	pfam02774	Semialdhyde_dhC	184
2608290202	481	6	157	3	144	1.4e-32	112.5	pfam05697	Trigger_N	145
2608290202	481	167	253	3	93	1.1e-13	50.9	pfam00254	FKBP_C	94
2608290202	481	276	431	1	160	9.6e-22	77.5	pfam05698	Trigger_C	162
2608290203	219	39	219	2	180	2.8e-84	281.3	pfam00574	CLP_protease	182
2608290204	455	7	46	2	41	4.5e-22	77.2	pfam06689	zf-C4_ClpX	41
2608290204	455	136	340	2	170	2.3e-47	161	pfam07724	AAA_2	171
2608290204	455	346	430	1	75	2.6e-18	65.7	pfam10431	ClpB_D2-small	81
2608290205	579	22	183	1	161	9.2e-45	152.2	pfam13177	DNA_pol3_delta2	162
2608290205	579	235	377	2	128	2.3e-06	27.4	pfam12169	DNA_pol3_gamma3	143
2608290206	433	77	304	3	227	2.2e-32	112.7	pfam13641	Glyco_tranf_2_3	228
2608290207	517	210	304	2	96	1.4e-24	86.1	pfam08486	SpoIID	96
2608290208	65	2	62	2	61	9.4e-23	79.8	pfam01632	Ribosomal_L35p	61
2608290209	115	2	109	1	108	1.4e-46	156.8	pfam00453	Ribosomal_L20	108
2608290210	185	89	156	3	69	2.8e-13	49.3	pfam13414	TPR_11	69
2608290211	264	8	258	2	247	6.4e-111	369.3	pfam05690	ThiG	247
2608290212	397	3	301	1	233	5.1e-24	85	pfam01370	Epimerase	236
2608290213	377	15	171	2	152	3.1e-15	56.6	pfam13579	Glyco_trans_4_4	160
2608290213	377	192	352	14	171	2.8e-30	104.9	pfam00534	Glycos_transf_1	172
2608290215	969	12	445	1	427	0.0e+00	500	pfam02347	GDC-P	429
2608290215	969	457	741	45	284	2.3e-06	26.6	pfam02347	GDC-P	429
2608290216	129	9	129	1	119	3.8e-37	126.6	pfam01597	GCV_H	122
2608290217	430	10	415	5	404	0.0e+00	527.4	pfam06838	Met_gamma_lyase	405
2608290219	312	68	280	7	229	5.9e-10	39	pfam00487	FA_desaturase	257
2608290220	151	5	52	1	48	7.6e-20	69.8	pfam01281	Ribosomal_L9_N	48
2608290220	151	66	151	2	85	6.8e-25	86.9	pfam03948	Ribosomal_L9_C	87
2608290221	460	27	129	1	103	1.5e-29	101.8	pfam00772	DnaB	103
2608290221	460	202	460	1	258	2.5e-115	383.8	pfam03796	DnaB_C	259
2608290222	662	12	416	1	392	0.0e+00	518.4	pfam01134	GIDA	392
2608290222	662	562	633	1	72	1.2e-25	89.3	pfam13932	GIDA_assoc_3	72
2608290223	180	16	164	1	148	2.4e-63	212.3	pfam01947	DUF98	149
2608290225	175	6	166	3	151	6.0e-33	113.7	pfam10263	SprT-like	157
2608290227	442	146	342	15	202	2.9e-25	88.8	pfam01068	DNA_ligase_A_M	202
2608290227	442	356	434	1	66	2.4e-16	59.1	pfam14743	DNA_ligase_OB_2	66
2608290229	198	36	154	1	121	3.8e-24	85.2	pfam09335	SNARE_assoc	123
2608290230	918	21	589	1	599	0.0e+00	673.4	pfam00133	tRNA-synt_1	601
2608290230	918	641	791	1	153	6.6e-41	139.6	pfam08264	Anticodon_1	153
2608290230	918	853	918	1	65	1.2e-19	70	pfam10458	Val_tRNA-synt_C	66
2608290233	279	44	117	1	74	3.6e-22	78	pfam03819	MazG	74
2608290233	279	179	245	4	69	1.1e-09	38.1	pfam03819	MazG	74
2608290234	283	7	247	22	238	2.7e-64	216.4	pfam01564	Spermine_synth	246
2608290235	293	23	288	3	277	2.1e-65	220.8	pfam00491	Arginase	278
2608290236	370	47	264	1	211	2.0e-59	200.5	pfam01571	GCV_T	211
2608290236	370	271	363	2	93	2.2e-20	72.4	pfam08669	GCV_T_C	95
2608290237	598	18	103	1	75	2.5e-17	62.5	pfam01336	tRNA_anti-codon	75
2608290237	598	123	570	1	335	6.3e-129	429.5	pfam00152	tRNA-synt_2	335
2608290237	598	314	413	1	95	2.4e-21	75.6	pfam02938	GAD	95
2608290238	536	2	277	2	276	3.9e-130	432.8	pfam06418	CTP_synth_N	276
2608290238	536	301	527	2	191	2.0e-50	170.9	pfam00117	GATase	192
2608290239	223	26	143	1	110	3.7e-21	75.3	pfam13394	Fer4_14	119
2608290239	223	27	185	2	87	2.4e-12	47.3	pfam04055	Radical_SAM	166
2608290240	224	7	218	2	209	7.8e-75	250.7	pfam06508	QueC	210
2608290241	437	10	126	10	130	6.5e-08	32.6	pfam04715	Anth_synt_I_N	140
2608290241	437	169	428	3	257	2.3e-80	269.6	pfam00425	Chorismate_bind	257
2608290242	275	45	267	2	215	2.4e-35	122	pfam01063	Aminotran_4	231
2608290243	267	4	217	2	208	7.3e-48	163	pfam00590	TP_methylase	210
2608290244	427	20	380	3	351	2.0e-46	158.3	pfam07690	MFS_1	352
2608290245	692	7	115	2	107	4.5e-36	123.2	pfam13089	PP_kinase_N	109
2608290245	692	121	330	1	206	8.4e-64	214.8	pfam02503	PP_kinase	207
2608290245	692	343	692	1	348	0.0e+00	515.9	pfam13090	PP_kinase_C	353
2608290246	339	49	85	1	35	5.1e-13	48.4	pfam00140	Sigma70_r1_2	37
2608290246	339	109	179	2	69	1.8e-21	75.5	pfam04542	Sigma70_r2	71
2608290246	339	188	266	1	77	2.5e-14	52.9	pfam04539	Sigma70_r3	78
2608290246	339	278	331	1	49	2.2e-19	68.4	pfam04545	Sigma70_r4	50
2608290247	213	2	212	27	212	6.2e-07	29.3	pfam01148	CTP_transf_1	259
2608290248	355	34	348	8	271	3.9e-93	311	pfam00793	DAHP_synth_1	272
2608290249	857	10	163	1	154	4.6e-63	211.6	pfam11791	Aconitase_B_N	154
2608290249	857	175	383	2	204	1.7e-91	305.1	pfam06434	Aconitase_2_N	204
2608290249	857	459	702	101	306	3.7e-08	32.2	pfam00330	Aconitase	465
2608290249	857	696	818	335	465	7.2e-17	61	pfam00330	Aconitase	465
2608290250	452	79	435	1	354	5.1e-78	262.5	pfam00654	Voltage_CLC	355
2608290251	284	89	265	2	181	1.7e-37	128.7	pfam00551	Formyl_trans_N	181
2608290252	360	12	354	1	357	7.2e-40	136.9	pfam01266	DAO	358
2608290253	635	4	597	1	602	0.0e+00	869.7	pfam00012	HSP70	602
2608290254	286	11	93	1	83	3.1e-25	88	pfam08501	Shikimate_dh_N	83
2608290254	286	114	229	9	93	1.8e-10	41	pfam01488	Shikimate_DH	135
2608290255	152	5	96	2	92	2.2e-30	104.3	pfam01250	Ribosomal_S6	92
2608290256	404	8	396	1	387	0.0e+00	534.1	pfam00764	Arginosuc_synth	388
2608290257	92	17	89	1	72	6.9e-29	99.7	pfam11332	DUF3134	73
2608290258	358	106	277	2	158	1.7e-36	125.3	pfam00953	Glycos_transf_4	159
2608290260	469	28	218	1	159	7.0e-13	49	pfam13579	Glyco_trans_4_4	160
2608290260	469	235	421	6	170	1.9e-24	86	pfam00534	Glycos_transf_1	172
