gene_oid	gene_length	query_start	query_end	domaindb	domainid	iprid	iprdesc	go_info
2608290384	241	1	79	ProSiteProfiles	PS50404	IPR004045	Glutathione S-transferase, N-terminal	GO:0005515
2608290384	241	80	109	SUPERFAMILY	SSF47616	IPR010987	Glutathione S-transferase, C-terminal-like	
2608290384	241	84	241	ProSiteProfiles	PS50405	IPR010987	Glutathione S-transferase, C-terminal-like	
2608290384	241	139	198	SUPERFAMILY	SSF47616	IPR010987	Glutathione S-transferase, C-terminal-like	
2608290384	241	1	101	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
2608290386	130	77	98	ProSitePatterns	PS01319	IPR020053	Ribosome-binding factor A, conserved site	GO:0006364
2608290386	130	2	114	SUPERFAMILY	SSF89919	IPR023799	Ribosome-binding factor A domain	
2608290387	269	16	267	SUPERFAMILY	SSF69618	IPR003754	Tetrapyrrole biosynthesis, uroporphyrinogen III synthase	GO:0004852|GO:0033014
2608290388	156	7	151	SUPERFAMILY	SSF55961			
2608290389	484	2	321	SUPERFAMILY	SSF51905			
2608290389	484	431	472	SUPERFAMILY	SSF51905			
2608290390	130	19	118	SUPERFAMILY	SSF89360	IPR000361	FeS cluster biogenesis	
2608290390	130	111	128	ProSitePatterns	PS01152	IPR017870	FeS cluster insertion, C-terminal, conserved site	
2608290391	142	30	92	SUPERFAMILY	SSF48452			
2608290392	403	3	312	SUPERFAMILY	SSF53756			
2608290394	308	1	284	SUPERFAMILY	SSF51735			
2608290396	225	3	57	SMART	SM00271	IPR001623	DnaJ domain	
2608290396	225	3	68	SUPERFAMILY	SSF46565	IPR001623	DnaJ domain	
2608290396	225	4	65	ProSiteProfiles	PS50076	IPR001623	DnaJ domain	
2608290397	322	35	53	ProSitePatterns	PS00901	IPR001216	Cysteine synthase/cystathionine beta-synthase P-phosphate-binding site	GO:0006535
2608290397	322	1	308	SUPERFAMILY	SSF53686	IPR001926	Tryptophan synthase beta subunit-like PLP-dependent enzymes superfamily	
2608290399	224	12	224	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2608290399	224	38	211	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2608290399	224	133	147	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2608290399	224	10	220	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608290402	260	3	116	SMART	SM00448	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2608290402	260	4	120	ProSiteProfiles	PS50110	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2608290402	260	155	231	SMART	SM00862	IPR001867	Signal transduction response regulator, C-terminal	GO:0000156|GO:0000160|GO:0003677|GO:0006355
2608290402	260	2	127	SUPERFAMILY	SSF52172	IPR011006	CheY-like superfamily	
2608290402	260	131	232	SUPERFAMILY	SSF46894	IPR016032	Signal transduction response regulator, C-terminal effector	GO:0003677|GO:0006355
2608290403	319	24	221	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608290404	212	99	111	ProSitePatterns	PS01331	IPR018095	Thymidylate kinase, conserved site	GO:0004798|GO:0005524|GO:0006233
2608290404	212	1	209	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608290405	768	6	72	ProSiteProfiles	PS50846	IPR006121	Heavy metal-associated domain, HMA	GO:0030001|GO:0046872
2608290405	768	7	71	SUPERFAMILY	SSF55008	IPR006121	Heavy metal-associated domain, HMA	GO:0030001|GO:0046872
2608290405	768	11	40	ProSitePatterns	PS01047	IPR017969	Heavy-metal-associated, conserved site	GO:0030001|GO:0046872
2608290405	768	459	465	ProSitePatterns	PS00154	IPR018303	P-type ATPase, phosphorylation site	
2608290405	768	456	475	SUPERFAMILY	SSF56784	IPR023214	HAD-like domain	
2608290405	768	536	765	SUPERFAMILY	SSF56784	IPR023214	HAD-like domain	
2608290405	768	190	228	SUPERFAMILY	SSF81665			
2608290405	768	233	325	SUPERFAMILY	SSF81653			
2608290405	768	326	368	SUPERFAMILY	SSF81665			
2608290405	768	401	451	SUPERFAMILY	SSF81665			
2608290405	768	707	731	SUPERFAMILY	SSF81665			
2608290406	173	35	105	ProSiteProfiles	PS50293	IPR013026	Tetratricopeptide repeat-containing domain	GO:0005515
2608290406	173	35	68	ProSiteProfiles	PS50005	IPR019734	Tetratricopeptide repeat	GO:0005515
2608290406	173	35	68	SMART	SM00028	IPR019734	Tetratricopeptide repeat	GO:0005515
2608290406	173	72	105	ProSiteProfiles	PS50005	IPR019734	Tetratricopeptide repeat	GO:0005515
2608290406	173	72	105	SMART	SM00028	IPR019734	Tetratricopeptide repeat	GO:0005515
2608290406	173	106	153	SMART	SM00028	IPR019734	Tetratricopeptide repeat	GO:0005515
2608290406	173	27	152	SUPERFAMILY	SSF48452			
2608290407	449	84	237	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2608290407	449	248	262	SUPERFAMILY	SSF54211	IPR020568	Ribosomal protein S5 domain 2-type fold	
2608290407	449	294	446	SUPERFAMILY	SSF54211	IPR020568	Ribosomal protein S5 domain 2-type fold	
2608290407	449	63	211	ProSiteProfiles	PS50162	IPR020588	DNA recombination/repair protein RecA-like, ATP-binding domain	GO:0003677|GO:0005524|GO:0006259|GO:0008094
2608290407	449	62	278	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608290408	248	9	119	SMART	SM00448	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2608290408	248	10	123	ProSiteProfiles	PS50110	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2608290408	248	158	236	SMART	SM00862	IPR001867	Signal transduction response regulator, C-terminal	GO:0000156|GO:0000160|GO:0003677|GO:0006355
2608290408	248	8	192	SUPERFAMILY	SSF52172	IPR011006	CheY-like superfamily	
2608290409	472	130	463	SUPERFAMILY	SSF53659			
2608290410	335	13	334	SUPERFAMILY	SSF53901	IPR016039	Thiolase-like	GO:0003824|GO:0008152
2608290411	298	2	124	SUPERFAMILY	SSF52151	IPR016035	Acyl transferase/acyl hydrolase/lysophospholipase	GO:0008152
2608290411	298	183	296	SUPERFAMILY	SSF52151	IPR016035	Acyl transferase/acyl hydrolase/lysophospholipase	GO:0008152
2608290411	298	129	180	SUPERFAMILY	SSF55048	IPR016036	Malonyl-CoA ACP transacylase, ACP-binding	GO:0003824|GO:0008152
2608290411	298	6	295	SMART	SM00827	IPR020801	Polyketide synthase, acyl transferase domain	
2608290412	206	43	155	SMART	SM00563	IPR002123	Phospholipid/glycerol acyltransferase	GO:0008152|GO:0016746
2608290412	206	11	201	SUPERFAMILY	SSF69593			
2608290413	217	12	112	SUPERFAMILY	SSF53067			
2608290415	406	29	145	SUPERFAMILY	SSF81301			
2608290415	406	148	398	SUPERFAMILY	SSF81891			
2608290416	139	3	81	ProSiteProfiles	PS50102	IPR000504	RNA recognition motif domain	GO:0003676
2608290416	139	4	77	SMART	SM00360	IPR000504	RNA recognition motif domain	GO:0003676
2608290416	139	4	90	SUPERFAMILY	SSF54928			
2608290417	302	11	299	SUPERFAMILY	SSF48576	IPR008949	Terpenoid synthase	
2608290417	302	174	199	ProSitePatterns	PS01045	IPR019845	Squalene/phytoene synthase, conserved site	GO:0016765
2608290418	465	1	15	ProSiteProfiles	PS51257			
2608290418	465	1	314	SUPERFAMILY	SSF51905			
2608290418	465	414	456	SUPERFAMILY	SSF51905			
2608290421	319	6	63	ProSiteProfiles	PS50931	IPR000847	Transcription regulator HTH, LysR	GO:0003700|GO:0006355
2608290421	319	4	115	SUPERFAMILY	SSF46785			
2608290421	319	96	307	SUPERFAMILY	SSF53850			
2608290426	392	275	346	SUPERFAMILY	SSF51161	IPR011004	Trimeric LpxA-like	
2608290426	392	1	249	SUPERFAMILY	SSF53448			
2608290426	392	314	330	SUPERFAMILY	SSF53448			
2608290427	276	1	272	SUPERFAMILY	SSF51730			
2608290428	90	5	72	ProSiteProfiles	PS50043	IPR000792	Transcription regulator LuxR, C-terminal	GO:0003700|GO:0006355
2608290428	90	11	68	SMART	SM00421	IPR000792	Transcription regulator LuxR, C-terminal	GO:0003700|GO:0006355
2608290428	90	28	55	ProSitePatterns	PS00622	IPR000792	Transcription regulator LuxR, C-terminal	GO:0003700|GO:0006355
2608290428	90	10	74	SUPERFAMILY	SSF46894	IPR016032	Signal transduction response regulator, C-terminal effector	GO:0003677|GO:0006355
2608290430	165	1	148	SUPERFAMILY	SSF55154	IPR023577	CYTH-like domain	
2608290431	303	6	293	SUPERFAMILY	SSF111331	IPR016064	ATP-NAD kinase-like domain	GO:0003951|GO:0008152
2608290434	208	55	84	ProSiteProfiles	PS51379	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain	GO:0051536
2608290434	208	95	124	ProSiteProfiles	PS51379	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain	GO:0051536
2608290434	208	64	75	ProSitePatterns	PS00198	IPR017900	4Fe-4S ferredoxin, iron-sulphur binding, conserved site	
2608290434	208	104	115	ProSitePatterns	PS00198	IPR017900	4Fe-4S ferredoxin, iron-sulphur binding, conserved site	
2608290434	208	42	148	SUPERFAMILY	SSF54862			
2608290435	372	72	87	ProSitePatterns	PS00667	IPR018086	NADH:ubiquinone oxidoreductase, subunit 1, conserved site	GO:0016020|GO:0055114
2608290435	372	231	244	ProSitePatterns	PS00668	IPR018086	NADH:ubiquinone oxidoreductase, subunit 1, conserved site	GO:0016020|GO:0055114
2608290436	381	4	380	SUPERFAMILY	SSF48256	IPR016141	Citrate synthase-like, core	GO:0044262|GO:0046912
2608290438	118	6	116	SUPERFAMILY	SSF52821	IPR001763	Rhodanese-like domain	
2608290438	118	12	113	SMART	SM00450	IPR001763	Rhodanese-like domain	
2608290438	118	22	116	ProSiteProfiles	PS50206	IPR001763	Rhodanese-like domain	
2608290439	414	20	409	SUPERFAMILY	SSF53686	IPR001926	Tryptophan synthase beta subunit-like PLP-dependent enzymes superfamily	
2608290439	414	102	116	ProSitePatterns	PS00168	IPR006653	Tryptophan synthase, beta chain, conserved site	GO:0004834|GO:0006568
2608290440	103	21	100	SUPERFAMILY	SSF55159	IPR001950	Translation initiation factor SUI1	GO:0003743|GO:0006413
2608290440	103	32	99	ProSiteProfiles	PS50296	IPR001950	Translation initiation factor SUI1	GO:0003743|GO:0006413
2608290441	211	29	204	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608290442	163	1	144	SMART	SM01001	IPR000031	Phosphoribosylaminoimidazole carboxylase PurE domain	GO:0006189
2608290442	163	1	161	SUPERFAMILY	SSF52255	IPR000031	Phosphoribosylaminoimidazole carboxylase PurE domain	GO:0006189
2608290443	233	8	231	ProSiteProfiles	PS51556	IPR010251	Magnesium-protoporphyrin IX methyltransferase	GO:0015995|GO:0046406
2608290443	233	16	217	SUPERFAMILY	SSF53335			
2608290444	242	174	239	ProSiteProfiles	PS50043	IPR000792	Transcription regulator LuxR, C-terminal	GO:0003700|GO:0006355
2608290444	242	178	235	SMART	SM00421	IPR000792	Transcription regulator LuxR, C-terminal	GO:0003700|GO:0006355
2608290444	242	15	128	SMART	SM00448	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2608290444	242	16	132	ProSiteProfiles	PS50110	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2608290444	242	11	142	SUPERFAMILY	SSF52172	IPR011006	CheY-like superfamily	
2608290444	242	174	241	SUPERFAMILY	SSF46894	IPR016032	Signal transduction response regulator, C-terminal effector	GO:0003677|GO:0006355
2608290445	381	5	378	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
2608290446	300	119	221	SUPERFAMILY	SSF81799	IPR023397	S-adenosyl-L-methionine-dependent methyltransferase, MraW, recognition domain	GO:0008168
2608290446	300	13	119	SUPERFAMILY	SSF53335			
2608290446	300	222	298	SUPERFAMILY	SSF53335			
2608290447	395	47	58	ProSitePatterns	PS00535	IPR014029	NADH:ubiquinone oxidoreductase, 49kDa subunit, conserved site	GO:0016651|GO:0055114
2608290447	395	20	395	SUPERFAMILY	SSF56762			
2608290448	150	2	140	SUPERFAMILY	SSF54637			
2608290449	400	55	66	ProSitePatterns	PS00455	IPR020845	AMP-binding, conserved site	
2608290449	400	43	385	SUPERFAMILY	SSF56801			
2608290450	321	127	223	SMART	SM00922	IPR013342	Mandelate racemase/muconate lactonizing enzyme, C-terminal	
2608290450	321	6	99	SUPERFAMILY	SSF54826			
2608290450	321	142	298	SUPERFAMILY	SSF51604			
2608290452	470	27	463	SUPERFAMILY	SSF56322	IPR005801	ADC synthase	GO:0009058
2608290453	307	120	304	ProSiteProfiles	PS50975	IPR011761	ATP-grasp fold	GO:0005524|GO:0046872
2608290453	307	1	116	SUPERFAMILY	SSF52440	IPR016185	Pre-ATP-grasp domain	
2608290453	307	118	305	SUPERFAMILY	SSF56059			
2608290454	84	1	84	ProSiteProfiles	PS51354	IPR002109	Glutaredoxin	GO:0009055|GO:0015035|GO:0045454
2608290454	84	6	22	ProSitePatterns	PS00195	IPR011767	Glutaredoxin active site	GO:0009055|GO:0045454
2608290454	84	1	84	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
2608290455	354	226	242	ProSitePatterns	PS00745	IPR000352	Peptide chain release factor class I/class II	GO:0003747|GO:0006415
2608290455	354	66	176	SMART	SM00937	IPR005139	Peptide chain release factor	GO:0005737|GO:0006415|GO:0016149
2608290455	354	11	347	SUPERFAMILY	SSF75620			
2608290457	179	148	158	ProSitePatterns	PS01306	IPR020549	Endoribonuclease YbeY, conserved site	
2608290457	179	35	179	SUPERFAMILY	SSF55486			
2608290458	136	80	91	ProSitePatterns	PS01069	IPR000829	Diacylglycerol kinase, prokaryotic	GO:0004143|GO:0008654|GO:0016020
2608290459	198	1	198	ProSiteProfiles	PS51273	IPR017926	Glutamine amidotransferase	
2608290459	198	1	196	SUPERFAMILY	SSF52317			
2608290460	241	30	217	SUPERFAMILY	SSF56281			
2608290461	369	225	238	ProSitePatterns	PS00105	IPR004838	Aminotransferases, class-I, pyridoxal-phosphate-binding site	GO:0003824|GO:0009058|GO:0030170
2608290461	369	29	360	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
2608290462	604	142	153	ProSitePatterns	PS00178	IPR001412	Aminoacyl-tRNA synthetase, class I, conserved site	GO:0000166|GO:0004812|GO:0005524|GO:0006418
2608290462	604	10	100	SMART	SM01016	IPR005148	Arginyl tRNA synthetase N-terminal domain	GO:0000166|GO:0004814|GO:0005524|GO:0005737|GO:0006420
2608290462	604	31	111	SUPERFAMILY	SSF55190	IPR005148	Arginyl tRNA synthetase N-terminal domain	GO:0000166|GO:0004814|GO:0005524|GO:0005737|GO:0006420
2608290462	604	488	604	SMART	SM00836	IPR008909	DALR anticodon binding	GO:0004814|GO:0005524|GO:0006420
2608290462	604	483	604	SUPERFAMILY	SSF47323	IPR009080	Aminoacyl-tRNA synthetase, class 1a, anticodon-binding	GO:0000166|GO:0004812|GO:0005524|GO:0006418
2608290462	604	133	482	SUPERFAMILY	SSF52374			
2608290463	288	109	285	SUPERFAMILY	SSF51690	IPR002638	Quinolinate phosphoribosyl transferase, C-terminal	GO:0004514|GO:0009435
2608290463	288	3	108	SUPERFAMILY	SSF54675			
2608290464	460	83	164	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608290464	460	199	378	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608290464	460	133	231	SUPERFAMILY	SSF116878			
2608290464	460	385	460	SUPERFAMILY	SSF116878			
2608290466	769	694	768	ProSiteProfiles	PS51671	IPR002912	ACT domain	GO:0008152|GO:0016597
2608290466	769	81	193	SMART	SM00471	IPR003607	HD/PDEase domain	GO:0003824
2608290466	769	276	385	SMART	SM00954	IPR007685	RelA/SpoT	GO:0015969
2608290466	769	416	488	SUPERFAMILY	SSF81271	IPR012676	TGS-like	
2608290466	769	53	230	SUPERFAMILY	SSF109604			
2608290466	769	220	433	SUPERFAMILY	SSF81301			
2608290466	769	693	765	SUPERFAMILY	SSF55021			
2608290467	532	9	255	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2608290467	532	285	525	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2608290467	532	35	232	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2608290467	532	309	502	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2608290467	532	155	169	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2608290467	532	425	439	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2608290467	532	8	252	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608290467	532	275	523	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608290468	319	27	84	SMART	SM00363	IPR002942	RNA-binding S4 domain	GO:0003723
2608290468	319	27	88	ProSiteProfiles	PS50889	IPR002942	RNA-binding S4 domain	GO:0003723
2608290468	319	147	161	ProSitePatterns	PS01129	IPR006224	Pseudouridine synthase, RluC/RluD, conserved site	GO:0001522|GO:0003723|GO:0009451|GO:0009982
2608290468	319	87	317	SUPERFAMILY	SSF55120	IPR020103	Pseudouridine synthase, catalytic domain	GO:0001522|GO:0003723|GO:0009451|GO:0009982
2608290468	319	25	113	SUPERFAMILY	SSF55174			
2608290469	290	12	190	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608290470	402	7	401	SUPERFAMILY	SSF53748	IPR001576	Phosphoglycerate kinase	GO:0004618|GO:0006096
2608290470	402	18	28	ProSitePatterns	PS00111	IPR015911	Phosphoglycerate kinase, conserved site	GO:0004618|GO:0006096
2608290472	363	6	318	SUPERFAMILY	SSF53756			
2608290473	374	225	238	ProSitePatterns	PS00105	IPR004838	Aminotransferases, class-I, pyridoxal-phosphate-binding site	GO:0003824|GO:0009058|GO:0030170
2608290473	374	36	366	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
2608290474	389	104	123	ProSitePatterns	PS00911	IPR001295	Dihydroorotate dehydrogenase, conserved site	GO:0004152|GO:0006207|GO:0055114
2608290474	389	321	341	ProSitePatterns	PS00912	IPR001295	Dihydroorotate dehydrogenase, conserved site	GO:0004152|GO:0006207|GO:0055114
2608290474	389	25	385	SUPERFAMILY	SSF51395			
2608290475	239	4	148	ProSiteProfiles	PS50879	IPR002156	Ribonuclease H domain	GO:0003676|GO:0004523
2608290475	239	9	145	SUPERFAMILY	SSF53098	IPR012337	Ribonuclease H-like domain	GO:0003676
2608290476	131	4	66	SUPERFAMILY	SSF48300	IPR008932	Ribosomal protein L7/L12, oligomerisation	GO:0003735|GO:0005622|GO:0005840|GO:0006412
2608290476	131	59	131	SUPERFAMILY	SSF54736	IPR014719	Ribosomal protein L7/L12, C-terminal/adaptor protein ClpS-like	
2608290477	175	4	172	SUPERFAMILY	SSF160369			
2608290478	235	120	138	ProSitePatterns	PS01199	IPR023673	Ribosomal protein L1, conserved site	
2608290478	235	9	225	SUPERFAMILY	SSF56808	IPR023674	Ribosomal protein L1-like	
2608290479	141	9	140	SMART	SM00649	IPR000911	Ribosomal protein L11/L12	GO:0003735|GO:0005840|GO:0006412
2608290479	141	67	139	SUPERFAMILY	SSF46906	IPR020783	Ribosomal protein L11, C-terminal	GO:0003735|GO:0005840|GO:0006412
2608290479	141	3	72	SUPERFAMILY	SSF54747	IPR020784	Ribosomal protein L11, N-terminal	
2608290479	141	126	141	ProSitePatterns	PS00359	IPR020785	Ribosomal protein L11, conserved site	GO:0003735|GO:0005840|GO:0006412
2608290480	203	148	175	SMART	SM00739	IPR005824	KOW	
2608290480	203	18	138	SMART	SM00738	IPR006645	Transcription antitermination protein NusG, N-terminal domain	GO:0006355
2608290480	203	20	140	SUPERFAMILY	SSF82679	IPR006645	Transcription antitermination protein NusG, N-terminal domain	GO:0006355
2608290480	203	131	201	SUPERFAMILY	SSF50104	IPR008991	Translation protein SH3-like domain	
2608290480	203	185	194	ProSitePatterns	PS01014	IPR015869	Transcription antitermination protein, NusG, bacteria, conserved site	
2608290482	918	246	389	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2608290482	918	645	816	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2608290482	918	340	352	ProSitePatterns	PS00870	IPR018368	ClpA/B, conserved site 1	GO:0005524
2608290482	918	823	915	SMART	SM01086	IPR019489	Clp ATPase, C-terminal	
2608290482	918	213	560	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608290482	918	594	904	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608290482	918	679	697	ProSitePatterns	PS00871	IPR028299	ClpA/B, conserved site 2	
2608290482	918	11	143	SUPERFAMILY	SSF81923			
2608290483	430	336	349	ProSitePatterns	PS00164	IPR020809	Enolase, conserved site	GO:0000015|GO:0000287|GO:0004634|GO:0006096
2608290483	430	9	140	SUPERFAMILY	SSF54826			
2608290483	430	145	421	SUPERFAMILY	SSF51604			
2608290484	555	123	442	ProSiteProfiles	PS50011	IPR000719	Protein kinase domain	GO:0004672|GO:0005524|GO:0006468
2608290484	555	95	157	SUPERFAMILY	SSF56112	IPR011009	Protein kinase-like domain	GO:0016772
2608290484	555	201	309	SUPERFAMILY	SSF56112	IPR011009	Protein kinase-like domain	GO:0016772
2608290486	318	5	305	SUPERFAMILY	SSF51905			
2608290487	93	1	90	SUPERFAMILY	SSF54913	IPR011322	Nitrogen regulatory PII-like, alpha/beta	
2608290489	550	449	544	SUPERFAMILY	SSF52091	IPR002645	STAS domain	
2608290489	550	451	550	ProSiteProfiles	PS50801	IPR002645	STAS domain	
2608290490	333	2	330	SMART	SM01004	IPR001731	Porphobilinogen synthase	GO:0004655|GO:0033014|GO:0046872
2608290490	333	249	261	ProSitePatterns	PS00169	IPR001731	Porphobilinogen synthase	GO:0004655|GO:0033014|GO:0046872
2608290490	333	3	332	SUPERFAMILY	SSF51569			
2608290491	128	12	32	ProSitePatterns	PS00934	IPR018146	Glyoxalase I, conserved site	GO:0004462|GO:0046872
2608290491	128	7	121	SUPERFAMILY	SSF54593			
2608290492	803	345	533	SMART	SM00534	IPR000432	DNA mismatch repair protein MutS, C-terminal	GO:0005524|GO:0006298|GO:0030983
2608290492	803	430	446	ProSitePatterns	PS00486	IPR000432	DNA mismatch repair protein MutS, C-terminal	GO:0005524|GO:0006298|GO:0030983
2608290492	803	729	803	SMART	SM00463	IPR002625	Smr protein/MutS2 C-terminal	
2608290492	803	732	803	ProSiteProfiles	PS50828	IPR002625	Smr protein/MutS2 C-terminal	
2608290492	803	24	325	SMART	SM00533	IPR007696	DNA mismatch repair protein MutS, core	GO:0005524|GO:0006298|GO:0030983
2608290492	803	38	295	SUPERFAMILY	SSF48334	IPR007696	DNA mismatch repair protein MutS, core	GO:0005524|GO:0006298|GO:0030983
2608290492	803	303	534	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608290492	803	730	802	SUPERFAMILY	SSF160443			
2608290493	327	3	158	SUPERFAMILY	SSF82051	IPR006169	GTP1/OBG domain	GO:0005525
2608290493	327	152	325	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608290495	72	4	72	SMART	SM01093	IPR003823	Domain of unknown function CP12	
2608290496	314	161	287	ProSiteProfiles	PS50405	IPR010987	Glutathione S-transferase, C-terminal-like	
2608290496	314	170	289	SUPERFAMILY	SSF47616	IPR010987	Glutathione S-transferase, C-terminal-like	
2608290497	301	4	294	SUPERFAMILY	SSF53187			
2608290498	360	15	344	SUPERFAMILY	SSF81483	IPR000484	Photosynthetic reaction centre, L/M	GO:0009772|GO:0019684|GO:0045156
2608290498	360	192	218	ProSitePatterns	PS00244	IPR000484	Photosynthetic reaction centre, L/M	GO:0009772|GO:0019684|GO:0045156
2608290499	365	3	360	SUPERFAMILY	SSF103263	IPR000453	Chorismate synthase	GO:0004107|GO:0009073
2608290499	365	15	30	ProSitePatterns	PS00787	IPR020541	Chorismate synthase, conserved site	GO:0004107|GO:0009073
2608290499	365	123	139	ProSitePatterns	PS00788	IPR020541	Chorismate synthase, conserved site	GO:0004107|GO:0009073
2608290500	208	36	206	SUPERFAMILY	SSF51569			
2608290501	617	194	333	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2608290501	617	301	319	ProSitePatterns	PS00674	IPR003960	ATPase, AAA-type, conserved site	GO:0005524
2608290501	617	156	402	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608290501	617	412	608	SUPERFAMILY	SSF140990			
2608290502	391	14	171	SUPERFAMILY	SSF88697	IPR015947	PUA-like domain	
2608290502	391	177	390	SUPERFAMILY	SSF52374			
2608290503	264	33	262	SUPERFAMILY	SSF56925	IPR011250	Outer membrane protein/outer membrane enzyme PagP , beta-barrel	GO:0009279|GO:0016021
2608290504	418	7	181	SUPERFAMILY	SSF52507	IPR003382	Flavoprotein	GO:0003824
2608290504	418	195	416	SUPERFAMILY	SSF102645	IPR007085	DNA/pantothenate metabolism flavoprotein, C-terminal	
2608290508	339	5	335	SUPERFAMILY	SSF53671	IPR006130	Aspartate/ornithine carbamoyltransferase	GO:0006520|GO:0016597|GO:0016743
2608290508	339	54	61	ProSitePatterns	PS00097	IPR006130	Aspartate/ornithine carbamoyltransferase	GO:0006520|GO:0016597|GO:0016743
2608290509	100	6	97	SUPERFAMILY	SSF141000			
2608290513	968	68	79	ProSitePatterns	PS00178	IPR001412	Aminoacyl-tRNA synthetase, class I, conserved site	GO:0000166|GO:0004812|GO:0005524|GO:0006418
2608290513	968	242	424	SUPERFAMILY	SSF50677	IPR009008	Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain	GO:0002161|GO:0006418
2608290513	968	682	963	SUPERFAMILY	SSF47323	IPR009080	Aminoacyl-tRNA synthetase, class 1a, anticodon-binding	GO:0000166|GO:0004812|GO:0005524|GO:0006418
2608290513	968	15	213	SUPERFAMILY	SSF52374			
2608290513	968	424	677	SUPERFAMILY	SSF52374			
2608290515	209	18	179	SUPERFAMILY	SSF53335			
2608290516	450	4	175	SUPERFAMILY	SSF53738	IPR016055	Alpha-D-phosphohexomutase, alpha/beta/alpha I/II/III	GO:0005975|GO:0016868
2608290516	450	152	251	SUPERFAMILY	SSF53738	IPR016055	Alpha-D-phosphohexomutase, alpha/beta/alpha I/II/III	GO:0005975|GO:0016868
2608290516	450	253	360	SUPERFAMILY	SSF53738	IPR016055	Alpha-D-phosphohexomutase, alpha/beta/alpha I/II/III	GO:0005975|GO:0016868
2608290516	450	91	100	ProSitePatterns	PS00710	IPR016066	Alpha-D-phosphohexomutase, conserved site	GO:0000287
2608290516	450	357	441	SUPERFAMILY	SSF55957			
2608290517	181	20	151	ProSiteProfiles	PS51352	IPR012336	Thioredoxin-like fold	
2608290517	181	54	155	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
2608290518	210	2	210	ProSiteProfiles	PS51331	IPR003669	Thymidylate synthase ThyX	GO:0006231|GO:0050660|GO:0050797
